title,platform,genre
Geometry Wars: Retro Evolved,Xbox 360,Action
Geometry Wars: Retro Evolved,Xbox 360,Shooter
Geometry Wars: Retro Evolved,Xbox 360,Static
Geometry Wars: Retro Evolved,Xbox 360,Shoot-'Em-Up
Geometry Wars: Retro Evolved,Xbox 360,Top-Down
Geometry Wars: Retro Evolved 2,Xbox 360,Action
Geometry Wars: Retro Evolved 2,Xbox 360,Shooter
Geometry Wars: Retro Evolved 2,Xbox 360,Static
Geometry Wars: Retro Evolved 2,Xbox 360,Shoot-'Em-Up
Geometry Wars: Retro Evolved 2,Xbox 360,Top-Down
Get Even,Xbox One,Modern
Get Even,Xbox One,Action
Get Even,Xbox One,Shooter
Get Even,Xbox One,First-Person
Get Even,Xbox One,Arcade
Ghost Trick: Phantom Detective,DS,Adventure
Ghost Trick: Phantom Detective,DS,General
Ghost of a Tale,PC,Fantasy
Ghost of a Tale,PC,Action Adventure
Ghost of a Tale,PC,General
Ghostbusters: The Video Game,PlayStation 2,Action
Ghostbusters: The Video Game,PlayStation 2,General
Ghostbusters: The Video Game,Xbox 360,Action
Ghostbusters: The Video Game,Xbox 360,General
Ghostbusters: The Video Game,Wii,Action
Ghostbusters: The Video Game,Wii,General
Ghostbusters: The Video Game,PlayStation 3,Action
Ghostbusters: The Video Game,PlayStation 3,General
Ghosthunter,PlayStation 2,Action Adventure
Ghosthunter,PlayStation 2,Horror
Giants: Citizen Kabuto,PC,Action
Giants: Citizen Kabuto,PC,Shooter
Giants: Citizen Kabuto,PC,Third-Person
Giants: Citizen Kabuto,PC,Sci-Fi
Giants: Citizen Kabuto,PC,Arcade
Giga Wing 2,Dreamcast,Action
Giga Wing 2,Dreamcast,Shooter
Giga Wing 2,Dreamcast,Scrolling
Gigantic,PC,Strategy
Gigantic,PC,Real-Time
Gigantic,PC,MOBA
Gigantic,Xbox One,Strategy
Gigantic,Xbox One,Real-Time
Gigantic,Xbox One,MOBA
Gitaroo Man,PlayStation 2,Miscellaneous
Gitaroo Man,PlayStation 2,Rhythm
Gitaroo Man,PlayStation 2,Music
Gitaroo Man Lives!,PSP,Action
Gitaroo Man Lives!,PSP,Miscellaneous
Gitaroo Man Lives!,PSP,Rhythm
Gitaroo Man Lives!,PSP,Music
Gladiator Begins,PSP,Action
Gladiator Begins,PSP,General
Gladiator Begins,PSP,Fighting
Gladiator Begins,PSP,3D
Gladius,Xbox,Strategy
Gladius,Xbox,Turn-Based
Gladius,Xbox,Fantasy
Gladius,GameCube,Strategy
Gladius,GameCube,Turn-Based
Gladius,GameCube,Fantasy
Global Agenda,PC,Role-Playing
Global Agenda,PC,Massively Multiplayer Online
Global Agenda,PC,Massively Multiplayer
Global Agenda,PC,Sci-Fi
Go Vacation,Wii,Miscellaneous
Go Vacation,Wii,Party
Go Vacation,Wii,Party / Minigame
Goblin Commander: Unleash the Horde,PlayStation 2,Strategy
Goblin Commander: Unleash the Horde,PlayStation 2,Real-Time
Goblin Commander: Unleash the Horde,PlayStation 2,Fantasy
God Hand,PlayStation 2,Action
God Hand,PlayStation 2,Beat-'Em-Up
God of War,PlayStation 4,Action Adventure
God of War,PlayStation 4,Linear
God of War,PlayStation 2,Action Adventure
God of War,PlayStation 2,Fantasy
God of War Collection,PlayStation 3,Miscellaneous
God of War Collection,PlayStation 3,Action Adventure
God of War Collection,PlayStation 3,Fantasy
God of War Collection,PlayStation 3,Compilation
God of War II,PlayStation 2,Action Adventure
God of War II,PlayStation 2,Fantasy
God of War III,PlayStation 3,Action Adventure
God of War III,PlayStation 3,Fantasy
God of War III,PlayStation 3,Linear
God of War III Remastered,PlayStation 4,Action Adventure
God of War III Remastered,PlayStation 4,Linear
God of War: Chains of Olympus,PSP,Action Adventure
God of War: Chains of Olympus,PSP,Fantasy
God of War: Chains of Olympus,PSP,Linear
God of War: Ghost of Sparta,PSP,Action Adventure
God of War: Ghost of Sparta,PSP,Fantasy
God of War: Ghost of Sparta,PSP,Linear
God of War: Origins Collection,PlayStation 3,Miscellaneous
God of War: Origins Collection,PlayStation 3,Compilation
God's Trigger,PC,Action
God's Trigger,PC,Action Adventure
God's Trigger,PC,Shooter
God's Trigger,PC,Linear
God's Trigger,PC,Shoot-'Em-Up
God's Trigger,PC,Top-Down
God's Trigger,Xbox One,Action
God's Trigger,Xbox One,Action Adventure
God's Trigger,Xbox One,Shooter
God's Trigger,Xbox One,Linear
God's Trigger,Xbox One,Shoot-'Em-Up
God's Trigger,Xbox One,Top-Down
Gods Eater Burst,PSP,Role-Playing
Gods Eater Burst,PSP,Action Adventure
Gods Eater Burst,PSP,Action RPG
Gods Eater Burst,PSP,Sci-Fi
Godzilla: Save the Earth,PlayStation 2,Action
Godzilla: Save the Earth,PlayStation 2,Fighting
Godzilla: Save the Earth,PlayStation 2,3D
Godzilla: Save the Earth,Xbox,Action
Godzilla: Save the Earth,Xbox,Fighting
Godzilla: Save the Earth,Xbox,3D
Golden Axe,Xbox 360,Action
Golden Axe,Xbox 360,Beat-'Em-Up
Golden Axe,Xbox 360,2D
Golden Sun,Game Boy Advance,Role-Playing
Golden Sun,Game Boy Advance,Console-style RPG
Golden Sun: Dark Dawn,DS,Role-Playing
Golden Sun: Dark Dawn,DS,Console-style RPG
Golden Sun: Dark Dawn,DS,Japanese-Style
Golden Sun: The Lost Age,Game Boy Advance,Role-Playing
Golden Sun: The Lost Age,Game Boy Advance,Console-style RPG
GoldenEye 007,Nintendo 64,Action
GoldenEye 007,Nintendo 64,Shooter
GoldenEye 007,Nintendo 64,First-Person
GoldenEye 007,Nintendo 64,Modern
Golf Peaks,Switch,Sports
Golf Peaks,Switch,Individual
Golf Peaks,Switch,Golf
Golf Peaks,Switch,Arcade
Golf Story,Switch,Action Adventure
Golf Story,Switch,General
Golf: Tee It Up!,Xbox 360,Sports
Golf: Tee It Up!,Xbox 360,Traditional
Golf: Tee It Up!,Xbox 360,Individual
Golf: Tee It Up!,Xbox 360,Golf
Golf: Tee It Up!,Xbox 360,Arcade
Goodbye Deponia,PC,Adventure
Goodbye Deponia,PC,General
Gorogoa,PC,Puzzle
Gorogoa,PC,General
Gorogoa,Switch,Puzzle
Gorogoa,Switch,General
Gotcha Force,GameCube,Action
Gotcha Force,GameCube,Shooter
Gotcha Force,GameCube,Third-Person
Gotcha Force,GameCube,Sci-Fi
Gothic,PC,Role-Playing
Gothic,PC,General
Gothic II,PC,Role-Playing
Gothic II,PC,PC-style RPG
Gothic II,PC,Western-Style
Graceful Explosion Machine,Switch,Action
Graceful Explosion Machine,Switch,Shooter
Graceful Explosion Machine,Switch,Shoot-'Em-Up
Graceful Explosion Machine,Switch,Horizontal
Gradius Collection,PSP,Miscellaneous
Gradius Collection,PSP,Compilation
Gradius Galaxies,Game Boy Advance,Action
Gradius Galaxies,Game Boy Advance,Shooter
Gradius Galaxies,Game Boy Advance,Scrolling
Gradius ReBirth,Wii,Action
Gradius ReBirth,Wii,Shooter
Gradius ReBirth,Wii,Scrolling
Gradius ReBirth,Wii,Shoot-'Em-Up
Gradius ReBirth,Wii,Horizontal
Gradius V,PlayStation 2,Action
Gradius V,PlayStation 2,Shooter
Gradius V,PlayStation 2,Scrolling
Gran Turismo,PlayStation,Driving
Gran Turismo,PlayStation,Racing
Gran Turismo,PlayStation,GT / Street
Gran Turismo 2,PlayStation,Driving
Gran Turismo 2,PlayStation,Racing
Gran Turismo 2,PlayStation,GT / Street
Gran Turismo 3: A-Spec,PlayStation 2,Driving
Gran Turismo 3: A-Spec,PlayStation 2,Racing
Gran Turismo 3: A-Spec,PlayStation 2,GT / Street
Gran Turismo 4,PlayStation 2,Driving
Gran Turismo 4,PlayStation 2,Racing
Gran Turismo 4,PlayStation 2,GT / Street
Gran Turismo 5,PlayStation 3,Driving
Gran Turismo 5,PlayStation 3,Racing
Gran Turismo 5,PlayStation 3,Simulation
Gran Turismo 5,PlayStation 3,GT / Street
Gran Turismo 5,PlayStation 3,Automobile
Gran Turismo 6,PlayStation 3,Driving
Gran Turismo 6,PlayStation 3,Racing
Gran Turismo 6,PlayStation 3,Simulation
Gran Turismo 6,PlayStation 3,GT / Street
Gran Turismo 6,PlayStation 3,Automobile
Grand Kingdom,PlayStation Vita,Strategy
Grand Kingdom,PlayStation Vita,Turn-Based
Grand Kingdom,PlayStation Vita,Tactics
Grand Prix Challenge,PlayStation 2,Driving
Grand Prix Challenge,PlayStation 2,Racing
Grand Prix Challenge,PlayStation 2,Formula One
Grand Theft Auto 2,PlayStation,Action Adventure
Grand Theft Auto 2,PlayStation,Modern
Grand Theft Auto Double Pack,Xbox,Miscellaneous
Grand Theft Auto Double Pack,Xbox,Compilation
Grand Theft Auto III,PlayStation 2,Action Adventure
Grand Theft Auto III,PlayStation 2,Modern
Grand Theft Auto III,PC,Action Adventure
Grand Theft Auto III,PC,Modern
Grand Theft Auto III,PC,Open-World
Grand Theft Auto IV,Xbox 360,Action Adventure
Grand Theft Auto IV,Xbox 360,Modern
Grand Theft Auto IV,Xbox 360,Open-World
Grand Theft Auto IV: The Ballad of Gay Tony,Xbox 360,Action Adventure
Grand Theft Auto IV: The Ballad of Gay Tony,Xbox 360,Modern
Grand Theft Auto IV: The Ballad of Gay Tony,Xbox 360,Open-World
Grand Theft Auto IV: The Lost and Damned,Xbox 360,Action Adventure
Grand Theft Auto IV: The Lost and Damned,Xbox 360,Modern
Grand Theft Auto IV: The Lost and Damned,Xbox 360,Open-World
Grand Theft Auto V,PlayStation 4,Action Adventure
Grand Theft Auto V,PlayStation 4,Modern
Grand Theft Auto V,PlayStation 4,Open-World
Grand Theft Auto V,PlayStation 3,Modern
Grand Theft Auto V,PlayStation 3,Action Adventure
Grand Theft Auto V,PlayStation 3,Open-World
Grand Theft Auto V,Xbox 360,Modern
Grand Theft Auto V,Xbox 360,Action Adventure
Grand Theft Auto V,Xbox 360,Open-World
Grand Theft Auto V,Xbox One,Action Adventure
Grand Theft Auto V,Xbox One,Modern
Grand Theft Auto V,Xbox One,Open-World
Grand Theft Auto: Chinatown Wars,DS,Action Adventure
Grand Theft Auto: Chinatown Wars,DS,Modern
Grand Theft Auto: Chinatown Wars,DS,Open-World
Grand Theft Auto: Liberty City Stories,PlayStation 2,Action Adventure
Grand Theft Auto: Liberty City Stories,PlayStation 2,Modern
Grand Theft Auto: San Andreas,PlayStation 2,Action Adventure
Grand Theft Auto: San Andreas,PlayStation 2,Modern
Grand Theft Auto: San Andreas,PC,Action Adventure
Grand Theft Auto: San Andreas,PC,Modern
Grand Theft Auto: San Andreas,PC,Open-World
Grand Theft Auto: San Andreas,Xbox,Action Adventure
Grand Theft Auto: San Andreas,Xbox,Modern
Grand Theft Auto: Vice City,PC,Action Adventure
Grand Theft Auto: Vice City,PC,Modern
Grand Theft Auto: Vice City,PC,Open-World
Grand Theft Auto: Vice City,PlayStation 2,Action Adventure
Grand Theft Auto: Vice City,PlayStation 2,Modern
Grand Theft Auto: Vice City Stories,PSP,Action Adventure
Grand Theft Auto: Vice City Stories,PSP,Modern
Grand Theft Auto: Vice City Stories,PSP,Open-World
Grand Theft Auto: Vice City Stories,PlayStation 2,Action Adventure
Grand Theft Auto: Vice City Stories,PlayStation 2,Modern
Grandia II,PlayStation 2,Role-Playing
Grandia II,PlayStation 2,Console-style RPG
Grandia II,Dreamcast,Role-Playing
Grandia II,Dreamcast,Console-style RPG
Grandia II,PC,Role-Playing
Grandia II,PC,Console-style RPG
Grandia II,PC,Japanese-Style
Grandia III,PlayStation 2,Role-Playing
Grandia III,PlayStation 2,Console-style RPG
Gravity Rush,PlayStation Vita,Action
Gravity Rush,PlayStation Vita,Action Adventure
Gravity Rush,PlayStation Vita,Platformer
Gravity Rush,PlayStation Vita,Open-World
Gravity Rush,PlayStation Vita,3D
Gravity Rush 2,PlayStation 4,Action
Gravity Rush 2,PlayStation 4,Platformer
Gravity Rush 2,PlayStation 4,3D
Gravity Rush Remastered,PlayStation 4,Action
Gravity Rush Remastered,PlayStation 4,Action Adventure
Gravity Rush Remastered,PlayStation 4,Platformer
Gravity Rush Remastered,PlayStation 4,Open-World
Gravity Rush Remastered,PlayStation 4,3D
GreedFall,Xbox One,Role-Playing
GreedFall,Xbox One,Action RPG
GreedFall,PlayStation 4,Role-Playing
GreedFall,PlayStation 4,Action RPG
GreedFall,PC,Role-Playing
GreedFall,PC,Action RPG
Green Day: Rock Band,Wii,Action
Green Day: Rock Band,Wii,Miscellaneous
Green Day: Rock Band,Wii,Rhythm
Green Day: Rock Band,Wii,Music
Greg Hastings' Tournament Paintball,Xbox,Sports
Greg Hastings' Tournament Paintball,Xbox,Alternative
Greg Hastings' Tournament Paintball,Xbox,Other
Greg Hastings' Tournament Paintball Max'd,Xbox,Action
Greg Hastings' Tournament Paintball Max'd,Xbox,Shooter
Greg Hastings' Tournament Paintball Max'd,Xbox,First-Person
Greg Hastings' Tournament Paintball Max'd,Xbox,Tactical
Greg Hastings' Tournament Paintball Max'd,Xbox,Modern
Greg Hastings' Tournament Paintball Max'd,PlayStation 2,Action
Greg Hastings' Tournament Paintball Max'd,PlayStation 2,Shooter
Greg Hastings' Tournament Paintball Max'd,PlayStation 2,First-Person
Greg Hastings' Tournament Paintball Max'd,PlayStation 2,Tactical
Greg Hastings' Tournament Paintball Max'd,PlayStation 2,Modern
Gretzky NHL 2005,PlayStation 2,Sports
Gretzky NHL 2005,PlayStation 2,Traditional
Gretzky NHL 2005,PlayStation 2,Ice Hockey
Gretzky NHL 2005,PlayStation 2,Sim
Grim Dawn,PC,Action RPG
Grim Dawn,PC,Role-Playing
Grim Fandango,PC,Adventure
Grim Fandango,PC,General
Grim Fandango,PC,3D
Grim Fandango,PC,Third-Person
Grim Fandango,PC,Fantasy
Grim Fandango Remastered,PC,Adventure
Grim Fandango Remastered,PC,3D
Grim Fandango Remastered,PC,Third-Person
Grim Fandango Remastered,PC,Fantasy
GrimGrimoire,PlayStation 2,Strategy
GrimGrimoire,PlayStation 2,Real-Time
GrimGrimoire,PlayStation 2,Fantasy
GripShift,PSP,Driving
GripShift,PSP,Racing
GripShift,PSP,Mission-based
GripShift,PSP,Arcade
GripShift,PSP,Automobile
GripShift,Xbox 360,Driving
GripShift,Xbox 360,Racing
GripShift,Xbox 360,Mission-based
GripShift,Xbox 360,Arcade
GripShift,Xbox 360,Automobile
Groovin' Blocks,Wii,Action
Groovin' Blocks,Wii,Miscellaneous
Groovin' Blocks,Wii,Rhythm
Groovin' Blocks,Wii,Music
Ground Control II: Operation Exodus,PC,Strategy
Ground Control II: Operation Exodus,PC,Real-Time
Ground Control II: Operation Exodus,PC,Sci-Fi
Ground Control II: Operation Exodus,PC,General
Ground Control II: Operation Exodus,PC,Tactics
Growlanser Generations,PlayStation 2,Role-Playing
Growlanser Generations,PlayStation 2,General
Growlanser: Heritage of War,PlayStation 2,Role-Playing
Growlanser: Heritage of War,PlayStation 2,General
Growlanser: Wayfarer of Time,PSP,Role-Playing
Growlanser: Wayfarer of Time,PSP,Strategy
Growlanser: Wayfarer of Time,PSP,Turn-Based
Growlanser: Wayfarer of Time,PSP,General
Growlanser: Wayfarer of Time,PSP,Tactics
Guacamelee!,PlayStation Vita,Action
Guacamelee!,PlayStation Vita,Platformer
Guacamelee!,PlayStation Vita,2D
Guacamelee! 2,Switch,Action
Guacamelee! 2,Switch,Platformer
Guacamelee! 2,Switch,2D
Guacamelee! 2,PlayStation 4,Action
Guacamelee! 2,PlayStation 4,Platformer
Guacamelee! 2,PlayStation 4,2D
Guacamelee! Super Turbo Championship Edition,Switch,Action
Guacamelee! Super Turbo Championship Edition,Switch,Platformer
Guacamelee! Super Turbo Championship Edition,Switch,2D
Guardian Heroes,Xbox 360,Role-Playing
Guardian Heroes,Xbox 360,Action RPG
Guardians of Middle-Earth,Xbox 360,Action
Guardians of Middle-Earth,Xbox 360,General
Guardians of Middle-Earth,Xbox 360,Strategy
Guardians of Middle-Earth,Xbox 360,Real-Time
Guardians of Middle-Earth,Xbox 360,MOBA
Guild Wars,PC,Role-Playing
Guild Wars,PC,General
Guild Wars,PC,Massively Multiplayer
Guild Wars 2,PC,General
Guild Wars 2,PC,Role-Playing
Guild Wars 2,PC,Massively Multiplayer Online
Guild Wars 2,PC,Massively Multiplayer
Guild Wars 2,PC,Fantasy
Guild Wars Factions,PC,Role-Playing
Guild Wars Factions,PC,General
Guild Wars Factions,PC,Massively Multiplayer
Guild Wars Nightfall,PC,Role-Playing
Guild Wars Nightfall,PC,General
Guild Wars Nightfall,PC,Massively Multiplayer
Guild Wars: Eye of the North,PC,Role-Playing
Guild Wars: Eye of the North,PC,General
Guild Wars: Eye of the North,PC,Massively Multiplayer
Guilty Gear X2,PlayStation 2,Action
Guilty Gear X2,PlayStation 2,Fighting
Guilty Gear X2,PlayStation 2,2D
Guilty Gear XX Accent Core,PlayStation 2,Action
Guilty Gear XX Accent Core,PlayStation 2,Fighting
Guilty Gear XX Accent Core,PlayStation 2,2D
Guilty Gear XX Accent Core,Wii,Action
Guilty Gear XX Accent Core,Wii,Fighting
Guilty Gear XX Accent Core,Wii,2D
Guilty Gear Xrd -REVELATOR-,PlayStation 4,Action
Guilty Gear Xrd -REVELATOR-,PlayStation 4,Fighting
Guilty Gear Xrd -REVELATOR-,PlayStation 4,2D
Guilty Gear Xrd -SIGN-,PlayStation 4,Action
Guilty Gear Xrd -SIGN-,PlayStation 4,Fighting
Guilty Gear Xrd -SIGN-,PlayStation 4,2D
Guilty Gear Xrd: Rev 2,PlayStation 4,Action
Guilty Gear Xrd: Rev 2,PlayStation 4,Fighting
Guilty Gear Xrd: Rev 2,PlayStation 4,2D
Guitar Hero,PlayStation 2,Miscellaneous
Guitar Hero,PlayStation 2,Rhythm
Guitar Hero,PlayStation 2,Music
Guitar Hero II,PlayStation 2,Miscellaneous
Guitar Hero II,PlayStation 2,Rhythm
Guitar Hero II,PlayStation 2,Music
Guitar Hero II,Xbox 360,Action
Guitar Hero II,Xbox 360,Miscellaneous
Guitar Hero II,Xbox 360,Rhythm
Guitar Hero II,Xbox 360,Music
Guitar Hero III: Legends of Rock,PlayStation 2,Miscellaneous
Guitar Hero III: Legends of Rock,PlayStation 2,Rhythm
Guitar Hero III: Legends of Rock,PlayStation 2,Music
Guitar Hero III: Legends of Rock,Xbox 360,Action
Guitar Hero III: Legends of Rock,Xbox 360,Miscellaneous
Guitar Hero III: Legends of Rock,Xbox 360,Rhythm
Guitar Hero III: Legends of Rock,Xbox 360,Music
Guitar Hero III: Legends of Rock,Wii,Action
Guitar Hero III: Legends of Rock,Wii,Miscellaneous
Guitar Hero III: Legends of Rock,Wii,Rhythm
Guitar Hero III: Legends of Rock,Wii,Music
Guitar Hero III: Legends of Rock,PlayStation 3,Action
Guitar Hero III: Legends of Rock,PlayStation 3,Miscellaneous
Guitar Hero III: Legends of Rock,PlayStation 3,Rhythm
Guitar Hero III: Legends of Rock,PlayStation 3,Music
Guitar Hero: Metallica,Xbox 360,Action
Guitar Hero: Metallica,Xbox 360,Miscellaneous
Guitar Hero: Metallica,Xbox 360,Rhythm
Guitar Hero: Metallica,Xbox 360,Music
Guitar Hero: Metallica,PlayStation 3,Action
Guitar Hero: Metallica,PlayStation 3,Miscellaneous
Guitar Hero: Metallica,PlayStation 3,Rhythm
Guitar Hero: Metallica,PlayStation 3,Music
Guitar Hero: Metallica,Wii,Action
Guitar Hero: Metallica,Wii,Miscellaneous
Guitar Hero: Metallica,Wii,Rhythm
Guitar Hero: Metallica,Wii,Music
Guitar Hero: On Tour,DS,Action
Guitar Hero: On Tour,DS,Miscellaneous
Guitar Hero: On Tour,DS,Rhythm
Guitar Hero: On Tour,DS,Music
Guitar Hero: On Tour Decades,DS,Action
Guitar Hero: On Tour Decades,DS,Miscellaneous
Guitar Hero: On Tour Decades,DS,Rhythm
Guitar Hero: On Tour Decades,DS,Music
Gun,PlayStation 2,Action Adventure
Gun,PlayStation 2,Historic
Gun,GameCube,Action Adventure
Gun,GameCube,Historic
Gun,PC,Action Adventure
Gun,PC,Historic
Gun,PC,General
Gun,PC,Open-World
Gun Showdown,PSP,Action Adventure
Gun Showdown,PSP,Historic
Gun Showdown,PSP,General
Gun Showdown,PSP,Open-World
Gunbird 2,Dreamcast,Action
Gunbird 2,Dreamcast,General
Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,Action
Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,Miscellaneous
Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,Shooter
Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,Compilation
Gunblade NY & L.A. Machineguns Arcade Hits Pack,Wii,Light Gun
Gungrave,PlayStation 2,Action
Gungrave,PlayStation 2,Shooter
Gungrave,PlayStation 2,Third-Person
Gungrave,PlayStation 2,Fantasy
Gungrave: Overdose,PlayStation 2,Action
Gungrave: Overdose,PlayStation 2,Shooter
Gungrave: Overdose,PlayStation 2,Third-Person
Gungrave: Overdose,PlayStation 2,Fantasy
Gunman Clive,3DS,Action
Gunman Clive,3DS,General
Gunman Clive,3DS,Platformer
Gunman Clive,3DS,2D
Gunman Clive 2,3DS,Action
Gunman Clive 2,3DS,Platformer
Gunman Clive 2,3DS,2D
Gunman Clive HD Collection,Wii U,Miscellaneous
Gunman Clive HD Collection,Wii U,Compilation
Gunpoint,PC,Miscellaneous
Gunpoint,PC,Puzzle
Gunpoint,PC,General
Guns of Icarus Online,PC,Action
Guns of Icarus Online,PC,Simulation
Guns of Icarus Online,PC,Flight
Guns of Icarus Online,PC,Combat
Gunstar Super Heroes,Game Boy Advance,Action
Gunstar Super Heroes,Game Boy Advance,Shooter
Gunstar Super Heroes,Game Boy Advance,Scrolling
Guwange,Xbox 360,Action
Guwange,Xbox 360,Shooter
Guwange,Xbox 360,Scrolling
Guwange,Xbox 360,Shoot-'Em-Up
Guwange,Xbox 360,Vertical
Gyrostarr,Wii,Action
Gyrostarr,Wii,Shooter
Gyrostarr,Wii,Static
Gyrostarr,Wii,Shoot-'Em-Up
Gyrostarr,Wii,Top-Down
HSX HyperSonic.Xtreme,PlayStation 2,Driving
HSX HyperSonic.Xtreme,PlayStation 2,Racing
HSX HyperSonic.Xtreme,PlayStation 2,Futuristic
Halcyon 6: Starbase Commander,PC,Strategy
Halcyon 6: Starbase Commander,PC,Turn-Based
Halcyon 6: Starbase Commander,PC,Tactics
Half-Life,PC,Action
Half-Life,PC,Shooter
Half-Life,PC,First-Person
Half-Life,PC,Sci-Fi
Half-Life,PC,Arcade
Half-Life,PlayStation 2,Action
Half-Life,PlayStation 2,Shooter
Half-Life,PlayStation 2,First-Person
Half-Life,PlayStation 2,Sci-Fi
Half-Life 2,PC,Action
Half-Life 2,PC,Shooter
Half-Life 2,PC,First-Person
Half-Life 2,PC,Sci-Fi
Half-Life 2,PC,Arcade
Half-Life 2,Xbox,Action
Half-Life 2,Xbox,Shooter
Half-Life 2,Xbox,First-Person
Half-Life 2,Xbox,Sci-Fi
Half-Life 2: Episode One,PC,Action
Half-Life 2: Episode One,PC,Shooter
Half-Life 2: Episode One,PC,First-Person
Half-Life 2: Episode One,PC,Sci-Fi
Half-Life 2: Episode One,PC,Arcade
Half-Life 2: Episode Two,PC,Action
Half-Life 2: Episode Two,PC,Shooter
Half-Life 2: Episode Two,PC,First-Person
Half-Life 2: Episode Two,PC,Sci-Fi
Half-Life 2: Episode Two,PC,Arcade
Half-Life: Blue Shift,PC,Action
Half-Life: Blue Shift,PC,Shooter
Half-Life: Blue Shift,PC,First-Person
Half-Life: Blue Shift,PC,Sci-Fi
Half-Life: Blue Shift,PC,Arcade
Half-Minute Hero,PSP,Role-Playing
Half-Minute Hero,PSP,General
Half-Minute Hero: Super Mega Neo Climax,Xbox 360,Role-Playing
Half-Minute Hero: Super Mega Neo Climax,Xbox 360,Action RPG
Halo 2,Xbox,Action
Halo 2,Xbox,Shooter
Halo 2,Xbox,First-Person
Halo 2,Xbox,Sci-Fi
Halo 3,Xbox 360,Action
Halo 3,Xbox 360,Shooter
Halo 3,Xbox 360,First-Person
Halo 3,Xbox 360,Sci-Fi
Halo 3,Xbox 360,Arcade
Halo: Combat Evolved,Xbox,Action
Halo: Combat Evolved,Xbox,Shooter
Halo: Combat Evolved,Xbox,First-Person
Halo: Combat Evolved,Xbox,Sci-Fi
Halo: Combat Evolved Anniversary,Xbox 360,Action
Halo: Combat Evolved Anniversary,Xbox 360,Shooter
Halo: Combat Evolved Anniversary,Xbox 360,First-Person
Halo: Combat Evolved Anniversary,Xbox 360,Sci-Fi
Halo: Combat Evolved Anniversary,Xbox 360,Arcade
Halo: Reach,Xbox 360,Action
Halo: Reach,Xbox 360,Shooter
Halo: Reach,Xbox 360,First-Person
Halo: Reach,Xbox 360,Sci-Fi
Halo: Reach,Xbox 360,Arcade
Hammer & Sickle,PC,Strategy
Hammer & Sickle,PC,Turn-Based
Hammer & Sickle,PC,Historic
Hammer & Sickle,PC,Tactics
Hamtaro: Ham Ham Heartbreak,Game Boy Advance,Action
Hamtaro: Ham Ham Heartbreak,Game Boy Advance,General
Hamtaro: Ham-Ham Games,Game Boy Advance,Sports
Hamtaro: Ham-Ham Games,Game Boy Advance,General
Hand of Fate,PC,Role-Playing
Hand of Fate,PC,Miscellaneous
Hand of Fate,PC,General
Hand of Fate,PC,Board / Card Game
Hand of Fate,PlayStation 4,Role-Playing
Hand of Fate,PlayStation 4,Miscellaneous
Hand of Fate,PlayStation 4,General
Hand of Fate,PlayStation 4,Board / Card Game
Hand of Fate 2,Switch,Miscellaneous
Hand of Fate 2,Switch,Board / Card Game
Hand of Fate 2,Xbox One,Miscellaneous
Hand of Fate 2,Xbox One,Board / Card Game
Hand of Fate 2,PlayStation 4,Miscellaneous
Hand of Fate 2,PlayStation 4,Board / Card Game
Hannspree Ten Kate Honda: SBK-07 Superbike World Championship,PlayStation 2,Driving
Hannspree Ten Kate Honda: SBK-07 Superbike World Championship,PlayStation 2,Racing
Hannspree Ten Kate Honda: SBK-07 Superbike World Championship,PlayStation 2,Motorcycle
Hannspree Ten Kate Honda: SBK-07 Superbike World Championship,PlayStation 2,Street
Hard Truck: Apocalypse,PC,Simulation
Hard Truck: Apocalypse,PC,Driving
Hard Truck: Apocalypse,PC,Car Combat
Hard Truck: Apocalypse,PC,Vehicle
Hard Truck: Apocalypse,PC,Combat
Harry Potter and the Chamber of Secrets,PC,Action Adventure
Harry Potter and the Chamber of Secrets,PC,Fantasy
Harry Potter and the Chamber of Secrets,PC,General
Harry Potter and the Chamber of Secrets,PC,Open-World
Harry Potter and the Chamber of Secrets,GameCube,Action Adventure
Harry Potter and the Chamber of Secrets,GameCube,Fantasy
Harry Potter and the Chamber of Secrets,Game Boy Advance,Action Adventure
Harry Potter and the Chamber of Secrets,Game Boy Advance,Fantasy
Harry Potter and the Prisoner of Azkaban,PlayStation 2,Action Adventure
Harry Potter and the Prisoner of Azkaban,PlayStation 2,Fantasy
Harry Potter and the Prisoner of Azkaban,Xbox,Action Adventure
Harry Potter and the Prisoner of Azkaban,Xbox,Fantasy
Harry Potter and the Prisoner of Azkaban,Game Boy Advance,Action Adventure
Harry Potter and the Prisoner of Azkaban,Game Boy Advance,Fantasy
Harry Potter and the Sorcerer's Stone,GameCube,Action Adventure
Harry Potter and the Sorcerer's Stone,GameCube,Fantasy
Harry Potter and the Sorcerer's Stone,Game Boy Advance,Action Adventure
Harry Potter and the Sorcerer's Stone,Game Boy Advance,Fantasy
Harry Potter: Quidditch World Cup,GameCube,Sports
Harry Potter: Quidditch World Cup,GameCube,Alternative
Harry Potter: Quidditch World Cup,GameCube,Other
Harvest Moon 64,Nintendo 64,Strategy
Harvest Moon 64,Nintendo 64,Breeding/Constructing
Harvest Moon: A Wonderful Life,GameCube,Role-Playing
