title,platform,date,publisher,developer,metascore,user_score,esrb
Dragon Age: Origins,PC,Nov__3_2009,Electronic Arts,BioWare,91,8.7,M
Dragon Age: Origins,Xbox 360,Nov__3_2009,Electronic Arts,BioWare,86,8.0,M
Dragon Age: Origins,PlayStation 3,Nov__3_2009,Electronic Arts,BioWare,87,8.0,M
Dragon Age: Origins - Awakening,Xbox 360,Mar_16_2010,Electronic Arts,BioWare,80,8.0,M
Dragon Age: Origins - Awakening,PC,Mar_16_2010,Electronic Arts,BioWare,82,7.9,M
Dragon Age: Origins - Awakening,PlayStation 3,Mar_16_2010,Electronic Arts,BioWare,80,7.8,M
Dragon Ball FighterZ,PlayStation 4,Jan_26_2018,Bandai Namco Games,Arc System Works,87,8.1,T
Dragon Ball Z Budokai HD Collection,Xbox 360,Nov__6_2012,Namco Bandai Games,Pyramid,63,8.5,T
Dragon Ball Z: Attack of the Saiyans,DS,Nov_10_2009,Namco Bandai Games,Monolith Soft,73,8.0,E10+
Dragon Ball Z: Budokai,PlayStation 2,Dec__3_2002,Atari,Dimps Corporation,67,8.0,T
Dragon Ball Z: Budokai 2,PlayStation 2,Dec__4_2003,Atari,Dimps Corporation,66,8.2,T
Dragon Ball Z: Budokai 3,PlayStation 2,Nov_16_2004,Atari,Dimps Corporation,77,8.8,T
Dragon Ball Z: Budokai Tenkaichi,PlayStation 2,Oct_18_2005,Atari,Spike,72,8.3,T
Dragon Ball Z: Budokai Tenkaichi 2,PlayStation 2,Nov__7_2006,Atari,Spike,73,8.6,T
Dragon Ball Z: Budokai Tenkaichi 2,Wii,Nov_15_2006,Atari,Spike,72,8.5,T
Dragon Ball Z: Budokai Tenkaichi 3,PlayStation 2,Nov_13_2007,Atari,"Spike, Namco Bandai Games",73,8.9,T
Dragon Ball Z: Budokai Tenkaichi 3,Wii,Dec__3_2007,Atari,"Spike, Namco Bandai Games",72,8.5,T
Dragon Ball Z: Buu's Fury,Game Boy Advance,Sep_14_2004,Atari,Webfoot Technologies,62,8.5,E
Dragon Ball Z: Infinite World,PlayStation 2,Dec__4_2008,Atari,Dimps Corporation,48,7.9,T
Dragon Ball Z: Shin Budokai,PSP,Mar__7_2006,Atari,Dimps Corporation,70,8.0,T
Dragon Ball Z: Shin Budokai - Another Road,PSP,Mar_20_2007,Atari,Dimps Corporation,65,8.0,T
Dragon Ball Z: Tenkaichi Tag Team,PSP,Oct_19_2010,Namco Bandai Games,Spike,63,8.7,T
Dragon Ball Z: The Legacy of Goku II,Game Boy Advance,Jun_17_2003,Atari,Webfoot Technologies,75,8.4,E
Dragon Ball: Advanced Adventure,Game Boy Advance,Jun__6_2006,Atari,Dimps Corporation,75,8.4,E10+
Dragon Ball: Fusions,3DS,Nov_22_2016,Bandai Namco Games,Ganbarion,72,8.0,T
Dragon Ball: Xenoverse 2,Switch,Sep_22_2017,Nintendo,Dimps Corporation,75,7.9,T
Dragon Quest Builders,Switch,Feb__9_2018,Square Enix,Square Enix,81,8.2,E10+
Dragon Quest Builders,PlayStation 4,Oct_11_2016,Square Enix,Square Enix,83,8.2,E10+
Dragon Quest Builders 2,Switch,Jul_12_2019,Square Enix,Square Enix,85,8.1,E10+
Dragon Quest IV: Chapters of the Chosen,DS,Sep_16_2008,Square Enix,ArtePiazza,80,8.1,E10+
Dragon Quest IX: Sentinels of the Starry Skies,DS,Jul_11_2010,Nintendo,Level 5,87,8.5,E10+
Dragon Quest V: Hand of the Heavenly Bride,DS,Feb_16_2009,Square Enix,ArtePiazza,84,8.4,E10+
Dragon Quest VI: Realms of Revelation,DS,Feb_14_2011,Nintendo,ArtePiazza,78,8.4,T
Dragon Quest VII: Fragments of the Forgotten Past,3DS,Sep_16_2016,Square Enix,ArtePiazza,81,8.4,E10+
Dragon Quest VIII: Journey of the Cursed King,PlayStation 2,Nov_15_2005,Square Enix,Level 5,89,8.6,T
Dragon Quest VIII: Journey of the Cursed King,3DS,Jan_20_2017,Square Enix,Cygames,85,8.4,T
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,Switch,Sep_27_2019,Square Enix,Square Enix,91,8.3,T
Dragon Quest XI: Echoes of an Elusive Age,PlayStation 4,Sep__4_2018,Square Enix,Square Enix,86,8.7,T
Dragon Valor,PlayStation,Oct_16_2000,Namco,Namco,57,8.3,T
Dragon Warrior VII,PlayStation,Oct_31_2001,Enix Corporation,Heart Beat,78,8.4,T
Dragon's Crown,PlayStation 3,Aug__6_2013,Atlus,Vanillaware,82,8.4,T
Dragon's Crown,PlayStation Vita,Aug__6_2013,Atlus,Vanillaware,77,8.4,T
Dragon's Crown Pro,PlayStation 4,May_15_2018,Atlus,Vanillaware,80,7.8,T
Dragon's Dogma,PlayStation 3,May_22_2012,Capcom,Capcom,78,8.4,M
Dragon's Dogma,Xbox 360,May_22_2012,Capcom,Capcom,75,7.9,M
Dragon's Dogma: Dark Arisen,Switch,Apr_23_2019,Capcom,Capcom,78,8.2,M
Dragon's Dogma: Dark Arisen,PlayStation 3,Apr_23_2013,Capcom,Capcom,80,8.2,M
Dragon's Dogma: Dark Arisen,PlayStation 4,Oct__3_2017,Capcom,Capcom,78,8.1,M
Dragon's Dogma: Dark Arisen,Xbox One,Oct__3_2017,Capcom,Capcom,80,8.1,M
Dragon's Dogma: Dark Arisen,PC,Jan_15_2016,Capcom,"Capcom, QLOC",81,8.1,M
Dragon's Dogma: Dark Arisen,Xbox 360,Apr_23_2013,Capcom,Capcom,77,8.0,M
Drakan: The Ancients' Gates,PlayStation 2,Jan_28_2002,SCEA,Surreal Software,78,8.6,M
Drakengard,PlayStation 2,Mar__2_2004,Square Enix,Cavia Inc.,63,8.2,M
Drakengard 3,PlayStation 3,May_20_2014,Square Enix,Access Games,61,8.1,M
Drakensang: The Dark Eye,PC,Feb_23_2009,THQ,Radon Labs,75,8.5,T
Drawn to Life,DS,Sep_10_2007,THQ,5TH Cell,73,7.9,E
Drawn to Life: The Next Chapter,DS,Oct_27_2009,THQ,5TH Cell,72,7.8,E
Dreamfall Chapters Book Two: Rebels,PC,Mar_12_2015,Red Thread Games,Red Thread Games,71,7.8,
Dreamfall: The Longest Journey,PC,Apr_17_2006,Aspyr,Funcom,75,8.5,M
Dreamfall: The Longest Journey,Xbox,Apr_18_2006,Aspyr,Funcom,73,8.4,M
Drill Dozer,Game Boy Advance,Feb__6_2006,Nintendo,Game Freak,81,8.6,E
Driven,GameCube,Mar_30_2002,Bam Entertainment,Bam Entertainment,55,8.3,T
Driver,PlayStation,Jun_30_1999,GT Interactive,Reflections Interactive,87,7.9,T
Dropship: United Peace Force,PlayStation 2,May_29_2002,Bam Entertainment,SCEE,78,8.6,T
Dry Drowning,PC,Aug__2_2019,VLG,Studio V,65,8.0,
Duck Dodgers Starring Daffy Duck,Nintendo 64,Sep_16_2000,Infogrames,Paradigm Entertainment,69,8.4,E
Duck Game,Switch,May__1_2019,Adult Swim,Landon Podbielski,83,7.8,E10+
Duel Masters,PlayStation 2,Nov__2_2004,Atari,High Voltage Software,66,8.3,E
Duel Masters: Sempai Legends,Game Boy Advance,Jun__1_2004,Atari,Mistic Software,69,8.3,E
Duke Nukem 3D,PC,Jan_29_1996,GT Interactive,3D Realms,89,8.7,M
Duke Nukem 3D,Xbox 360,Sep_24_2008,3D Realms,3D Realms,80,8.1,M
Duke Nukem 3D: Megaton Edition,PlayStation Vita,Jan__6_2015,Devolver Digital,Abstraction Games,69,8.1,M
Duke Nukem Advance,Game Boy Advance,Aug_12_2002,Take-Two Interactive,Torus Games,81,8.4,T
Dungeon Siege II,PC,Aug_16_2005,Microsoft Game Studios,Gas Powered Games,80,7.8,M
Dungeon Siege: Throne of Agony,PSP,Oct_30_2006,Take-Two Interactive,SuperVillain Studios,74,8.1,T
Dungeon Travelers 2: The Royal Library & the Monster Seal,PlayStation Vita,Aug_18_2015,Atlus,Aqua Plus,73,8.4,M
Dungeon of the Endless,PC,Oct_27_2014,Amplitude Studios,Amplitude Studios,79,7.8,
Dungeons & Dragons Heroes,Xbox,Sep_17_2003,Atari,Atari,72,8.1,T
Dungeons & Dragons: Chronicles of Mystara,Wii U,Sep__5_2013,Capcom,Iron Galaxy Studios,77,7.8,T
Dust: An Elysian Tail,PC,May_24_2013,Microsoft Game Studios,Humble Hearts,85,8.5,E10+
Dust: An Elysian Tail,Xbox 360,Aug_15_2012,Microsoft Game Studios,Humble Hearts,83,8.0,E10+
Dying Light,PC,Jan_27_2015,Warner Bros. Interactive Entertainment,Techland,75,7.9,M
Dying Light,PlayStation 4,Jan_27_2015,Warner Bros. Interactive Entertainment,Techland,74,7.9,M
Dying Light,Xbox One,Jan_27_2015,Warner Bros. Interactive Entertainment,Techland,74,7.8,M
Dying Light: The Following,PC,Feb__9_2016,Warner Bros. Interactive Entertainment,Techland,79,8.3,M
Dying Light: The Following,Xbox One,Feb__9_2016,Warner Bros. Interactive Entertainment,Techland,86,8.2,
Dying Light: The Following,PlayStation 4,Feb__9_2016,Warner Bros. Interactive Entertainment,Techland,78,8.0,M
Dynasty Tactics,PlayStation 2,Sep_17_2002,Koei,Koei,79,8.1,T
Dynasty Tactics 2,PlayStation 2,Sep_23_2003,Koei,Koei,78,8.1,T
Dynasty Warriors 2,PlayStation 2,Oct_25_2000,Koei,Omega Force,75,9.0,T
Dynasty Warriors 3,PlayStation 2,Nov_26_2001,Koei,Omega Force,78,8.8,T
Dynasty Warriors 3,Xbox,Sep_24_2002,Koei,Omega Force,70,8.7,T
Dynasty Warriors 3: Xtreme Legends,PlayStation 2,Jan_11_2003,Koei,Omega Force,72,8.5,T
Dynasty Warriors 4,PlayStation 2,Mar_25_2003,Koei,Omega Force,78,9.0,T
Dynasty Warriors 4,Xbox,Sep__5_2003,Koei,Omega Force,75,8.8,T
Dynasty Warriors 4: Empires,PlayStation 2,Aug_31_2004,Koei,Omega Force,71,8.7,T
Dynasty Warriors 4: Xtreme Legends,PlayStation 2,Nov__4_2003,Koei,Omega Force,72,8.3,T
Dynasty Warriors 5,PlayStation 2,Mar_29_2005,Koei,Omega Force,69,8.7,T
Dynasty Warriors 5,Xbox,Sep_13_2005,Koei,Omega Force,66,8.0,T
Dynasty Warriors 5 Empires,Xbox 360,Mar_28_2006,Koei,Omega Force,61,8.2,T
Dynasty Warriors 5 Empires,PlayStation 2,Mar_28_2006,Koei,Omega Force,62,8.1,T
Dynasty Warriors 5: Xtreme Legends,PlayStation 2,Nov_16_2005,Koei,Omega Force,57,8.2,T
Dynasty Warriors 7,Xbox 360,Mar_29_2011,Koei Tecmo Games,Omega Force,58,8.1,T
Dynasty Warriors 7 Empires,PlayStation 3,Feb_26_2013,Tecmo Koei Games,Omega Force,63,8.0,T
Dynasty Warriors 8,PlayStation 3,Jul_16_2013,Tecmo Koei America Corp.,Omega Force,68,8.3,T
Dynasty Warriors 8: Xtreme Legends - Definitive Edition,Switch,Dec_27_2018,Koei Tecmo Games,Omega Force,83,8.5,T
Dynasty Warriors Advance,Game Boy Advance,Aug_29_2005,Nintendo,Koei,56,8.5,E
Dynasty Warriors Vol. 2,PSP,Oct_24_2006,Koei,Omega Force,57,8.4,T
Dynasty Warriors: Gundam 3,Xbox 360,Jun_28_2011,Namco Bandai Games,"Omega Force, Koei Tecmo Games",65,7.9,T
EA Sports Active,Wii,May_19_2009,EA Sports,EA Canada,81,8.2,E
EA Sports Active 2,Wii,Nov_16_2010,EA Sports,EA Canada,79,8.1,E
EA Sports MMA,Xbox 360,Oct_19_2010,EA Sports,EA Tiburon,79,8.0,T
EOE: Eve of Extinction,PlayStation 2,Feb_26_2002,Eidos Interactive,Yuke's,57,7.9,T
ESPN College Hoops,PlayStation 2,Nov_13_2003,Sega,Visual Concepts,83,8.5,E
ESPN College Hoops 2K5,PlayStation 2,Nov_17_2004,Sega,Visual Concepts,86,8.1,E
ESPN Major League Baseball,PlayStation 2,May__4_2004,Sega,Blue Shift,79,8.7,E
ESPN Major League Baseball,Xbox,Apr__6_2004,Sega,Blue Shift,78,8.3,E
ESPN NBA 2K5,Xbox,Sep_28_2004,Sega,Visual Concepts,85,8.1,E
ESPN NBA Basketball,PlayStation 2,Oct_21_2003,Sega,Visual Concepts,89,8.4,E
ESPN NFL 2K5,Xbox,Jul_20_2004,Sega,Visual Concepts,92,8.3,E
ESPN NFL 2K5,PlayStation 2,Jul_20_2004,Sega,Visual Concepts,90,8.3,E
ESPN NFL Football,PlayStation 2,Sep__3_2003,Sega,Visual Concepts,91,8.5,E
ESPN NHL 2K5,PlayStation 2,Aug_30_2004,Sega,Kush Games,86,8.1,E
ESPN NHL 2K5,Xbox,Aug_30_2004,Sega,Kush Games,88,7.9,E
ESPN Winter X-Games Snowboarding 2002,PlayStation 2,Jan_14_2002,Konami,Konami,64,8.1,T
EVE Online: Special Edition,PC,Mar_10_2009,Atari,CCP,88,7.8,T
EVERSPACE: Stellar Edition,Switch,Dec_11_2018,ROCKFISH Games,ROCKFISH Games,78,7.9,T
Earth Atlantis,Xbox One,Jun__1_2018,Headup Games,Pixel Perfex,69,8.4,E
Earth Defense Force 2025,Xbox 360,Feb_18_2014,D3Publisher,Sandlot,68,8.1,M
Earth Defense Force 2: Invaders From Planet Space,PlayStation Vita,Dec__8_2015,XSEED Games,Sandlot,72,8.2,T
Earth Defense Force: Insect Armageddon,Xbox 360,Jul__1_2011,D3Publisher,Vicious Cycle,68,8.3,T
Earthworm Jim HD,Xbox 360,Jun__9_2010,Gameloft,Gameloft,73,7.8,E10+
Eastshade,PC,Feb_13_2019,Eastshade Studios,Eastshade Studios,78,8.2,
Easy Golf: Course Architect,Xbox 360,Nov_20_2008,Microsoft Game Studios,BarkersCrest Studios,71,7.9,
Ecco the Dolphin,Xbox 360,Aug_15_2007,Sega,Backbone Entertainment,53,8.0,E
Ecco the Dolphin: Defender of the Future,PlayStation 2,Mar__3_2002,Acclaim,Appaloosa Interactive,71,8.6,E
Ecco the Dolphin: Defender of the Future,Dreamcast,Sep_10_2000,Sega,Appaloosa Interactive,84,8.1,E
Echo Night Beyond,PlayStation 2,Jul_27_2004,Agetec Inc.,From Software,60,8.6,T
Ecks vs. Sever,Game Boy Advance,Nov_27_2001,Bam Entertainment,Crawfish Interactive,80,8.0,T
Egg Mania: Eggstreme Madness,GameCube,Sep_11_2002,Kemco,Kemco,64,8.0,E
Einhander,PlayStation,May__5_1998,SCEA,SquareSoft,89,8.7,E
Eiyuu Senki: The World Conquest,PlayStation 3,Nov_24_2015,Fruitbat Factory,"5pb, Tenco",69,8.2,M
El Tigre: The Adventures of Manny Rivera,PlayStation 2,Oct_29_2007,THQ,Blue Tongue Entertainment,62,8.5,E
Elebits: The Adventures of Kai and Zero,DS,Jan__6_2009,Konami,Konami,75,8.3,E
Elite Beat Agents,DS,Nov__6_2006,Nintendo,iNiS,87,8.5,E10+
Emergency: Fighters for Life,PC,Jul_31_1998,WizardWorks,TopWare Interactive,71,7.9,E
Emperor: Battle for Dune,PC,Jun_12_2001,EA Games,Westwood Studios,79,8.0,T
Empire Earth,PC,Nov_12_2001,Sierra Entertainment,Stainless Steel Studios,81,8.3,T
Empires: Dawn of the Modern World,PC,Oct_21_2003,Activision,Stainless Steel Studios,81,7.9,T
Endless Legend,PC,Apr_24_2014,Iceberg Interactive,Amplitude Studios,82,8.0,
Endless Ocean,Wii,Jan_21_2008,Nintendo,Arika,72,8.2,E
Endless Ocean: Blue World,Wii,Feb_22_2010,Nintendo,Arika,76,8.7,E10+
Endless Space 2,PC,May_19_2017,SegaSoft,Amplitude Studios,80,7.8,E10+
Enemy Territory: Quake Wars,PC,Oct__2_2007,Activision,Splash Damage,84,8.3,T
Enslaved: Odyssey to the West,Xbox 360,Oct__5_2010,Namco Bandai Games,Ninja Theory,82,7.8,T
Enter the Gungeon,Switch,Dec_14_2017,Devolver Digital,Dodge Roll,87,8.0,T
Enter the Gungeon,PC,Apr__5_2016,Devolver Digital,Dodge Roll,84,7.8,
Enter the Matrix,PlayStation 2,May_14_2003,Atari,Shiny Entertainment,62,8.2,T
Enter the Matrix,GameCube,May_14_2003,Atari,Shiny Entertainment,63,8.0,T
Escape from Monkey Island,PlayStation 2,Jun_18_2001,LucasArts,LucasArts,84,8.3,T
Eternal Darkness: Sanity's Requiem,GameCube,Jun_23_2002,Nintendo,Silicon Knights,92,8.8,M
Eternal Poison,PlayStation 2,Nov_11_2008,Atlus Co.,Flight-Plan,65,8.7,T
Eternal Sonata,Xbox 360,Sep_17_2007,Namco Bandai Games America,Tri-Crescendo,79,8.0,T
Eternal Sonata,PlayStation 3,Oct_21_2008,Namco Bandai Games America,Tri-Crescendo,80,7.9,T
Etherborn,Xbox One,Jul_18_2019,Altered Matter,Altered Matter,71,8.4,E
Etrian Mystery Dungeon,3DS,Apr__7_2015,Atlus,Spike Chunsoft,77,7.9,E10+
Etrian Odyssey,DS,May_15_2007,Atlus,"Lancarse, Atlus",75,8.3,T
Etrian Odyssey 2 Untold: The Fafnir Knight,3DS,Aug__4_2015,Atlus,Atlus,82,8.1,T
Etrian Odyssey II: Heroes of Lagaard,DS,Jun_13_2008,Atlus,Atlus,82,8.0,E10+
Etrian Odyssey III: The Drowned City,DS,Sep_21_2010,Atlus,Atlus,77,8.3,E10+
Etrian Odyssey IV: Legends of the Titan,3DS,Feb_26_2013,Atlus,Atlus,84,8.3,T
Etrian Odyssey Untold: The Millennium Girl,3DS,Oct__1_2013,Atlus,Atlus,80,8.1,T
Etrian Odyssey V: Beyond the Myth,3DS,Oct_17_2017,Atlus Co.,"Atlus Co., Atlus",80,7.9,T
Euro Truck Simulator 2,PC,Jan_16_2013,SCS Software,SCS Software,79,8.7,
Europa 1400: The Guild,PC,Nov_18_2002,JoWooD Entertainment AG,4Head Studios,82,8.4,T
Europa Universalis II,PC,Nov_12_2001,Strategy First,Paradox Development Studio,87,8.8,E
Europa Universalis III,PC,Jan_23_2007,Paradox Interactive,Paradox Development Studio,83,8.4,E
Europa Universalis III: Divine Wind,PC,Dec_14_2010,Paradox Interactive,Paradox Development Studio,71,8.7,E10+
Europa Universalis IV,PC,Aug_13_2013,Paradox Interactive,Paradox Development Studio,87,8.7,T
Europa Universalis IV: Wealth of Nations,PC,May_29_2014,Paradox Interactive,Paradox Development Studio,84,8.5,
Europa Universalis: Rome - Vae Victis,PC,Nov_19_2008,Paradox Interactive,Paradox Development Studio,79,8.6,E10+
Ever Oasis,3DS,Jun_23_2017,Nintendo,GREZZO,76,8.1,E10+
EverQuest II: Echoes of Faydwer,PC,Nov_13_2006,Sony Online Entertainment,Sony Online Entertainment,83,8.5,T
EverQuest Online Adventures,PlayStation 2,Feb__9_2003,Sony Online Entertainment,Sony Online Entertainment,74,8.1,T
EverQuest Online Adventures: Frontiers,PlayStation 2,Nov_17_2003,Sony Online Entertainment,Sony Online Entertainment,77,8.1,T
EverQuest: The Ruins of Kunark,PC,Mar_31_2000,Sony Online Entertainment,Sony Online Entertainment,86,8.5,T
Everblue 2,PlayStation 2,Feb_24_2003,Capcom,Arika,59,8.0,E
Evergrace,PlayStation 2,Oct_24_2000,Agetec Inc.,From Software,59,8.4,T
Everybody's Golf VR,PlayStation 4,May_21_2019,Sony Interactive Entertainment,Clap Hanz,74,7.9,E
Evil Dead: A Fistful of Boomstick,PlayStation 2,May_20_2003,THQ,VIS Entertainment,55,8.9,M
Evil Dead: A Fistful of Boomstick,Xbox,Jun_17_2003,THQ,VIS Entertainment,58,8.0,M
Evil Dead: Regeneration,PlayStation 2,Sep_13_2005,THQ,Cranky Pants Games,68,8.5,M
Evil Genius,PC,Sep_28_2004,VU Games,Elixir Studios,75,8.3,T
Evil Islands: Curse of the Lost Soul,PC,Apr_17_2001,Fishtank Interactive,Nival Interactive,74,7.9,T
Evolution Worlds,GameCube,Dec__2_2002,Ubisoft,Sting,63,8.2,E
Excite Truck,Wii,Nov_19_2006,Nintendo,Monster Games Inc.,72,8.4,E
Excitebike 64,Nintendo 64,Apr_30_2000,Nintendo,Left Field Productions,88,8.0,E
Excitebots: Trick Racing,Wii,Apr_20_2009,Nintendo,Monster Games Inc.,77,8.6,E
Exerbeat,Wii,May_17_2011,Namco Bandai Games,Namco Bandai Games,60,8.0,E
Exist Archive: The Other Side of the Sky,PlayStation Vita,Oct_18_2016,Aksys Games,Tri-Ace,68,8.1,T
Expeditions: Conquistador,PC,May_30_2013,Logic Artists,Logic Artists,77,8.1,
Expeditions: Viking,PC,Apr_27_2017,Logic Artists,Logic Artists,74,8.0,
Extreme-G,Nintendo 64,Sep_30_1997,Acclaim,Probe Entertainment Limited,82,8.4,E
EyePet,PlayStation 3,Oct_23_2009,SCEA,SCEE London Studio,70,8.3,E
EyeToy: AntiGrav,PlayStation 2,Nov__9_2004,SCEA,Harmonix Music Systems,71,7.8,E
EyeToy: Groove,PlayStation 2,Apr_20_2004,SCEA,SCEE,73,8.0,E
EyeToy: Kinetic,PlayStation 2,Nov_22_2005,SCEA,SCEE London Studio,78,7.9,E
F-14 Tomcat,Game Boy Advance,Sep__2_2001,Majesco Games,Virtucraft,67,8.0,E
F-Zero GP Legend,Game Boy Advance,Sep_20_2004,Nintendo,Suzak,77,8.2,E
F-Zero GX,GameCube,Aug_26_2003,Nintendo,Amusement Vision,89,8.7,T
F-Zero X,Nintendo 64,Sep_30_1998,Nintendo,Nintendo,85,8.7,E
F-Zero: Maximum Velocity,Game Boy Advance,Jun_12_2001,Nintendo,Nd Cube,86,8.0,E
F.E.A.R.,PC,Oct_17_2005,VU Games,Monolith Productions,88,8.3,M
F.E.A.R. 2: Project Origin,Xbox 360,Feb_10_2009,Warner Bros. Interactive Entertainment,Monolith Productions,77,7.9,M
F.E.A.R. 2: Project Origin,PlayStation 3,Feb_10_2009,Warner Bros. Interactive Entertainment,Monolith Productions,79,7.9,M
F.E.A.R. 2: Project Origin,PC,Feb_10_2009,Warner Bros. Interactive Entertainment,Monolith Productions,79,7.8,M
F1 2001,PlayStation 2,Oct__1_2001,Electronic Arts,EA Sports,83,8.5,E
F1 2010,PlayStation 3,Sep_22_2010,Codemasters,Codemasters Birmingham,84,8.1,E
F1 2016,PlayStation 4,Aug_19_2016,Codemasters,Codemasters,82,7.9,E
F1 2016,Xbox One,Aug_19_2016,Codemasters,Codemasters,85,7.8,E
F1 2018,Xbox One,Aug_24_2018,Codemasters,Codemasters,84,8.0,E
F355 Challenge,Dreamcast,Sep_19_2000,Acclaim,Sega,85,8.3,E
FAR: Lone Sails,PC,May_17_2018,Mixtvision,Okomotive,80,7.9,
FAST Racing NEO,Wii U,Dec_10_2015,Shin'en,Shin'en,81,8.6,E
FIFA 07 Soccer,PSP,Oct_17_2006,EA Sports,EA Sports,80,8.7,E
FIFA 07 Soccer,Xbox,Oct__3_2006,EA Sports,EA Sports,85,8.1,E
FIFA 07 Soccer,PC,Oct__3_2006,EA Sports,EA Sports,78,7.8,E
FIFA 07 Soccer,GameCube,Oct__3_2006,EA Sports,EA Canada,80,7.8,E
FIFA Soccer 06,GameCube,Oct__4_2005,EA Sports,EA Canada,80,8.2,E
FIFA Soccer 06,PlayStation 2,Oct__4_2005,EA Sports,EA Canada,80,7.8,E
FIFA Soccer 08,Xbox 360,Oct__9_2007,EA Sports,EA Canada,82,7.8,E
FIFA Soccer 09,PSP,Oct_13_2008,EA Sports,EA Canada,84,8.0,E
FIFA Soccer 09,Xbox 360,Oct_13_2008,EA Sports,EA Canada,87,7.9,E
FIFA Soccer 09 All-Play,Wii,Oct_28_2008,EA Sports,EA Canada,80,8.4,E
FIFA Soccer 11,PlayStation 3,Sep_28_2010,Electronic Arts,EA Sports,89,8.1,E
FIFA Soccer 2002,GameCube,Nov_21_2001,EA Sports,EA Sports,81,8.0,E
FIFA Soccer 2003,GameCube,Nov_14_2002,EA Sports,EA Canada,86,7.9,E
FIFA Soccer 2004,Xbox,Nov__4_2003,EA Sports,EA Canada,82,8.2,E
FIFA Soccer 2005,Xbox,Oct_12_2004,EA Sports,EA Canada,81,8.4,E
FIFA Soccer 2005,GameCube,Oct_12_2004,EA Sports,EA Canada,78,8.3,E
FIFA Street,PlayStation 2,Feb_22_2005,EA Sports Big,EA Canada,59,8.0,E
FIFA Street,Xbox,Feb_22_2005,EA Sports Big,EA Canada,60,8.0,E
FIFA Street 2,PlayStation 2,Feb_28_2006,EA Sports Big,EA Canada,59,7.9,E
FIFA World Cup: Germany 2006,Xbox,Apr_24_2006,Electronic Arts,EA Canada,77,8.4,E
FIFA World Cup: Germany 2006,PlayStation 2,Apr_24_2006,Electronic Arts,EA Canada,77,8.1,E
FOX n FORESTS,Xbox One,May_30_2018,EuroVideo Medien,Bonus Level Entertainment,71,8.4,E10+
FRAMED Collection,Switch,May_17_2018,Loveshack Entertainment,Loveshack Entertainment,79,8.0,E
FTL: Faster Than Light,PC,Sep_14_2012,Subset Games,Subset Games,84,8.4,E10+
Fable,Xbox,Sep_14_2004,Microsoft Game Studios,Big Blue Box,85,8.5,M
Fable Fortune,PC,Feb_21_2018,Flaming Fowl Studios,Mediatonic,63,8.0,
Fable III: Traitor's Keep Quest Pack,Xbox 360,Mar__1_2011,Microsoft Game Studios,Lionhead Studios,77,7.8,M
Fable: The Lost Chapters,PC,Sep_20_2005,Microsoft Game Studios,Lionhead Studios,83,8.6,M
Fable: The Lost Chapters,Xbox,Oct_18_2005,Microsoft Game Studios,Lionhead Studios,83,8.5,M
Faces of War,PC,Sep_12_2006,Ubisoft,Best Way,67,8.5,M
Fairy Fencer F,PC,Aug__4_2015,Idea Factory,Idea Factory,66,7.9,T
Falcon 4.0: Allied Force,PC,Jun_28_2005,Graphsim Entertainment,Lead Pursuit,90,7.8,T
Fallen Legion: Sins of an Empire,PlayStation 4,Jul_18_2017,YummyYummyTummy,YummyYummyTummy,64,8.2,E10+
Fallout,PC,Sep_30_1997,Interplay,Black Isle Studios,89,8.8,M
Fallout 2,PC,Sep_30_1998,Interplay,Black Isle Studios,86,9.1,M
Fallout 3,Xbox 360,Oct_28_2008,Bethesda Softworks,Bethesda Game Studios,93,8.5,M
Fallout 3,PlayStation 3,Oct_28_2008,Bethesda Softworks,Bethesda Game Studios,90,7.9,M
Fallout 3,PC,Oct_28_2008,Bethesda Softworks,Bethesda Game Studios,91,7.8,M
Fallout 3: Broken Steel,Xbox 360,May__5_2009,Bethesda Softworks,Bethesda Game Studios,82,8.3,M
Fallout 3: Broken Steel,PlayStation 3,Sep_24_2009,Bethesda Softworks,Bethesda Game Studios,81,7.8,M
Fallout 3: Point Lookout,Xbox 360,Jun_23_2009,Bethesda Softworks,Bethesda Game Studios,83,8.3,M
Fallout: New Vegas,PC,Oct_19_2010,Bethesda Softworks,Obsidian Entertainment,84,8.7,M
Fallout: New Vegas,Xbox 360,Oct_19_2010,Bethesda Softworks,Obsidian Entertainment,84,8.3,M
Fallout: New Vegas,PlayStation 3,Oct_19_2010,Bethesda Softworks,Obsidian Entertainment,82,8.0,M
Fallout: New Vegas - Lonesome Road,Xbox 360,Sep_20_2011,Bethesda Softworks,Obsidian Entertainment,63,7.8,M
Fallout: New Vegas - Old World Blues,Xbox 360,Jul_19_2011,Bethesda Softworks,Obsidian Entertainment,83,8.2,M
Fantasy Life,3DS,Oct_24_2014,Nintendo,"Level 5, Brownie Brown",73,8.4,E10+
Fantasy Strike,Switch,Jul_25_2019,Sirlin Games,Sirlin Games,75,7.8,E10+
Fantasy Wars,PC,Nov__8_2007,Atari,Ino-Co,67,7.8,T
Far Cry,PC,Mar_23_2004,Ubisoft,Crytek,89,8.0,M
Far Cry 3,Xbox 360,Dec__4_2012,Ubisoft,Ubisoft Montreal,91,8.6,M
Far Cry 3,PlayStation 3,Dec__4_2012,Ubisoft,Ubisoft Montreal,90,8.5,M
Far Cry 3,PC,Dec__4_2012,Ubisoft,Ubisoft Montreal,88,8.3,M
