title,platform,date,publisher,developer,metascore,user_score,esrb
Far Cry 3: Blood Dragon,Xbox 360,May__1_2013,Ubisoft,Ubisoft Montreal,80,8.4,M
Far Cry 3: Blood Dragon,PlayStation 3,Apr_30_2013,Ubisoft,Ubisoft Montreal,82,8.2,M
Far Cry 3: Blood Dragon,PC,May__1_2013,Ubisoft,Ubisoft Montreal,81,8.1,M
Farming Simulator 17,Xbox One,Oct_25_2016,Focus Home Interactive,Giants Software,65,8.8,E
Farpoint,PlayStation 4,May_16_2017,Sony Interactive Entertainment,Impulse Gear,71,8.1,M
Fast RMX,Switch,Mar__3_2017,Shin'en,Shin'en,81,7.9,E
Fat Princess,PlayStation 3,Jul_30_2009,SCEA,Titan Studios,79,8.4,T
Fat Princess: Fistful of Cake,PSP,May__3_2010,SCEA,SuperVillain Studios,74,8.7,T
Fatal Frame,PlayStation 2,Mar__4_2002,Tecmo,Tecmo,74,8.9,T
Fatal Frame,Xbox,Nov_22_2002,Tecmo,Tecmo,77,8.8,T
Fatal Frame II: Crimson Butterfly,PlayStation 2,Dec_10_2003,Tecmo,Tecmo,81,8.9,M
Fatal Frame II: Crimson Butterfly Director's Cut,Xbox,Nov__1_2004,Tecmo,Tecmo,84,8.8,M
Fatal Frame III: The Tormented,PlayStation 2,Nov__8_2005,Tecmo,Tecmo,78,9.0,M
Fatal Frame: Maiden of Black Water,Wii U,Oct_22_2015,Nintendo,Koei Tecmo Games,67,7.8,M
Fatal Fury: Battle Archives Volume 1,PlayStation 2,Aug_14_2007,SNK Playmore,SNK Playmore,68,8.3,T
Fate/Extra,PSP,Nov__1_2011,Aksys Games,"Image Epoch, Imageepoch",58,8.2,T
Fate/Unlimited Codes,PSP,Sep__3_2009,Capcom,Eighting,72,7.8,T
Fear Effect 2: Retro Helix,PlayStation,Feb_21_2001,Eidos Interactive,Kronos Digital Entertainment,84,7.9,M
Feel the Magic: XY/XX,DS,Nov_16_2004,Sega,Sonic Team,75,8.2,T
Felix the Reaper,PC,Oct_17_2019,Daedalic Entertainment,Kong Orange,73,7.8,T
Field Commander,PSP,May_23_2006,Sony Online Entertainment,"Sony Online Entertainment, Mind Control Software",77,7.9,T
Fight Night 2004,PlayStation 2,Apr__5_2004,EA Sports,EA Sports,85,8.7,T
Fight Night 2004,Xbox,Apr__5_2004,EA Sports,EA Sports,85,8.2,T
Fight Night Round 2,PlayStation 2,Feb_28_2005,EA Sports,EA Sports,88,8.8,T
Fight Night Round 2,Xbox,Feb_28_2005,EA Sports,EA Sports,88,8.2,T
Fight Night Round 2,GameCube,Feb_28_2005,EA Sports,EA Sports,87,8.2,T
Fight Night Round 3,Xbox 360,Feb_20_2006,EA Sports,EA Chicago,86,8.8,T
Fight Night Round 3,Xbox,Feb_23_2006,EA Sports,EA Chicago,83,8.4,T
Fight Night Round 3,PlayStation 2,Feb_20_2006,EA Sports,EA Chicago,84,8.2,T
Fight Night Round 3,PSP,Feb_20_2006,EA Sports,EA Chicago,74,8.2,T
Fight Night Round 3,PlayStation 3,Dec__5_2006,EA Sports,EA Chicago,83,7.9,T
Fight Night Round 4,Xbox 360,Jun_23_2009,EA Sports,EA Canada,87,8.1,T
Fighting Fantasy: The Warlock of Firetop Mountain,DS,Nov_23_2009,Aspyr,Big Blue Bubble Inc.,45,8.1,T
Final Fantasy,PSP,Jun_26_2007,Square Enix,TOSE,67,9.0,E10+
Final Fantasy Anthology,PlayStation,Sep_30_1999,Square EA,SquareSoft,80,8.9,T
Final Fantasy Chronicles,PlayStation,Jun_29_2001,Square EA,TOSE,89,9.1,T
Final Fantasy Crystal Chronicles,GameCube,Feb__9_2004,Nintendo,Square Enix,80,9.0,T
Final Fantasy Crystal Chronicles: The Crystal Bearers,Wii,Dec_26_2009,Square Enix,Square Enix,66,8.8,T
Final Fantasy Explorers,3DS,Jan_26_2016,Square Enix,Racjin,69,8.5,E10+
Final Fantasy Fables: Chocobo's Dungeon,Wii,Jul__8_2008,Square Enix,h.a.n.d. Inc.,76,8.1,E10+
Final Fantasy I & II: Dawn of Souls,Game Boy Advance,Nov_29_2004,Nintendo,Tose Software,79,8.2,E
Final Fantasy III,DS,Nov_14_2006,Square Enix,Matrix Software,77,8.6,E10+
Final Fantasy IV,DS,Jul_21_2008,Square Enix,Matrix Software,85,8.9,E10+
Final Fantasy IV Advance,Game Boy Advance,Dec_12_2005,Nintendo,TOSE,85,8.6,E10+
Final Fantasy IV: The Complete Collection,PSP,Apr_18_2011,Square Enix,Bullets,77,9.0,E10+
Final Fantasy IX,PlayStation,Nov_13_2000,Square EA,SquareSoft,94,9.1,T
Final Fantasy IX,PlayStation 4,Sep_19_2017,Square Enix,"SquareSoft, Square Enix",85,8.9,T
Final Fantasy IX,PC,Apr_14_2016,Square Enix,Square Enix,84,8.9,
Final Fantasy Origins,PlayStation,Apr__8_2003,Square Enix,TOSE,79,8.6,T
Final Fantasy Tactics,PlayStation,Jan_28_1998,SCEA,SquareSoft,83,9.2,T
Final Fantasy Tactics A2: Grimoire of the Rift,DS,Jun_24_2008,Square Enix,Square Enix,80,8.9,E10+
Final Fantasy Tactics Advance,Game Boy Advance,Sep__8_2003,Nintendo,Square Enix,87,9.1,E
Final Fantasy Tactics: The War of the Lions,PSP,Oct__9_2007,Square Enix,TOSE,88,9.0,T
Final Fantasy Type-0 HD,Xbox One,Mar_17_2015,Square Enix,HexaDrive,72,8.4,M
Final Fantasy V Advance,Game Boy Advance,Nov__6_2006,Nintendo,TOSE,83,8.2,E
Final Fantasy VI Advance,Game Boy Advance,Feb__5_2007,Nintendo,TOSE,92,9.1,E10+
Final Fantasy VII,PlayStation,Sep__3_1997,SCEA,SquareSoft,92,9.2,T
Final Fantasy VII,Switch,Mar_26_2019,Square Enix,Square Enix,82,8.3,T
Final Fantasy VIII,PlayStation,Sep__7_1999,Square EA,SquareSoft,90,8.9,T
Final Fantasy X,PlayStation 2,Dec_17_2001,Square EA,SquareSoft,92,9.0,T
Final Fantasy X / X-2 HD Remaster,PlayStation Vita,Mar_18_2014,Square Enix,Virtuos,86,9.0,T
Final Fantasy X / X-2 HD Remaster,PC,May_12_2016,Square Enix,Square Enix,83,8.9,T
Final Fantasy X / X-2 HD Remaster,PlayStation 3,Mar_18_2014,Square Enix,Virtuos,85,8.8,T
Final Fantasy X / X-2 HD Remaster,PlayStation 4,May_12_2015,Square Enix,Virtuos,84,8.7,T
Final Fantasy X / X-2 HD Remaster,Switch,Apr_16_2019,Square Enix,Square Enix,85,8.6,T
Final Fantasy X / X-2 HD Remaster,Xbox One,Apr_16_2019,Square Enix,Virtuos,85,8.6,T
Final Fantasy XI: Chains of Promathia,PC,Sep_21_2004,Square Enix,Square Enix,73,8.6,T
Final Fantasy XI: Chains of Promathia,PlayStation 2,Sep_21_2004,Square Enix,Square Enix,77,8.3,T
Final Fantasy XII: Revenant Wings,DS,Nov_20_2007,Square Enix,"Square Enix, Think and Feel",81,8.9,E10+
Final Fantasy XII: The Zodiac Age,PC,Feb__1_2018,Square Enix,Square Enix,83,8.7,T
Final Fantasy XII: The Zodiac Age,Switch,Apr_30_2019,Square Enix,Square Enix,85,8.4,T
Final Fantasy XII: The Zodiac Age,PlayStation 4,Jul_11_2017,Square Enix,Square Enix,86,8.4,T
Final Fantasy XIV: Heavensward,PC,Jun_23_2015,Square Enix,Square Enix,86,8.4,T
Final Fantasy XIV: Heavensward,PlayStation 4,Jun_23_2015,Square Enix,Square Enix,86,8.3,T
Final Fantasy XIV: Shadowbringers,PC,Jul__2_2019,Square Enix,Square Enix,91,8.9,T
Final Fantasy XIV: Shadowbringers,PlayStation 4,Jul__2_2019,Square Enix,Square Enix,91,8.3,T
Final Fantasy XIV: Stormblood,PlayStation 4,Jun_20_2017,Square Enix,Square Enix,89,8.6,T
Final Fantasy XIV: Stormblood,PC,Jun_20_2017,Square Enix,Square Enix,87,8.2,T
Final Fantasy XV,Xbox One,Nov_29_2016,Square Enix,Square Enix,83,7.8,T
Final Fantasy XV: Episode Gladiolus,PlayStation 4,Mar_29_2017,Square Enix,Square Enix,59,8.7,T
Final Fantasy XV: Episode Prompto,PlayStation 4,Jun_27_2017,Square Enix,Square Enix,65,8.8,T
Final Fantasy XV: Royal Edition,PlayStation 4,Mar__6_2018,Square Enix,Square Enix,77,8.7,T
Final Fantasy XV: Windows Edition,PC,Mar__6_2018,Square Enix,Square Enix,85,8.1,T
Final Fantasy: The 4 Heroes of Light,DS,Oct__5_2010,Square Enix,Matrix Software,71,8.8,E10+
Final Fight One,Game Boy Advance,Sep_26_2001,Capcom,Sun-Tec,82,7.9,E
Finding Nemo,Xbox,May__9_2003,THQ,Traveller's Tales,63,8.8,E
Finding Paradise,PC,Dec_14_2017,Freebird Games,Freebird Games,81,8.3,
Fire Emblem,Game Boy Advance,Nov__3_2003,Nintendo,Intelligent Systems,88,9.0,E
Fire Emblem Echoes: Shadows of Valentia,3DS,May_19_2017,Nintendo,Intelligent Systems,81,8.6,T
Fire Emblem Fates: Birthright,3DS,Feb_19_2016,Nintendo,Intelligent Systems,86,8.3,T
Fire Emblem Fates: Conquest,3DS,Feb_19_2016,Nintendo,Intelligent Systems,87,8.1,T
Fire Emblem Fates: Special Edition,3DS,Feb_19_2016,Nintendo,Intelligent Systems,88,8.1,T
Fire Emblem Warriors,3DS,Oct_20_2017,Nintendo,Omega Force,69,8.1,T
Fire Emblem Warriors,Switch,Oct_20_2017,Nintendo,Omega Force,74,7.9,T
Fire Emblem: Awakening,3DS,Feb__4_2013,Nintendo,Intelligent Systems,92,9.1,T
Fire Emblem: Path of Radiance,GameCube,Oct_17_2005,Nintendo,Intelligent Systems,85,8.9,T
Fire Emblem: Radiant Dawn,Wii,Nov__5_2007,Nintendo,Intelligent Systems,78,8.7,E10+
Fire Emblem: The Sacred Stones,Game Boy Advance,May_23_2005,Nintendo,Intelligent Systems,85,8.9,E
Fire Emblem: Three Houses,Switch,Jul_26_2019,Nintendo,"Intelligent Systems, Koei Tecmo Games",89,8.7,T
Fire Pro Wrestling,Game Boy Advance,Jun_10_2001,Bam Entertainment,Spike,80,8.0,T
Fire Pro Wrestling 2,Game Boy Advance,Sep_23_2002,Bam Entertainment,Spike,72,8.3,T
Fire Pro Wrestling Returns,PlayStation 2,Nov_13_2007,Agetec Inc.,S-Neo,78,8.6,T
Firewall Zero Hour,PlayStation 4,Aug_28_2018,Sony Interactive Entertainment,"Sony Interactive Entertainment, First Contact Entertainment",79,8.3,T
Fishing Master,Wii,Sep_18_2007,Konami,Hudson Soft,58,8.1,E
Fist of the North Star: Lost Paradise,PlayStation 4,Oct__2_2018,Sega,Ryu ga Gotoku Studios,72,8.0,M
Five Nights at Freddy's VR: Help Wanted,PlayStation 4,May_28_2019,Scott Cawthon,"Steel Wool Games, Inc.",80,8.1,T
Flashback,Switch,Jun_17_2018,Microids,Paul Cuisset,77,8.1,E10+
Flat Heroes,Switch,Aug__2_2018,Parallel Circles,Parallel Circles,82,8.2,E
FlatOut,PlayStation 2,Jul_12_2005,Empire Interactive,Bugbear,70,8.1,T
FlatOut,Xbox,Jul_12_2005,Empire Interactive,Bugbear,71,8.1,T
FlatOut 2,PC,Aug__1_2006,Vivendi Games,Bugbear,76,8.7,T
FlatOut: Head On,PSP,Apr__4_2008,Empire Interactive,Bugbear,74,8.1,T
FlatOut: Ultimate Carnage,Xbox 360,Oct__2_2007,Empire Interactive,Bugbear,80,8.6,T
Flipnic: Ultimate Pinball,PlayStation 2,Jul_13_2005,Capcom,SCEI,64,8.2,E
Flipping Death,Switch,Aug__7_2018,Rising Star Games,Zoink!,83,7.9,T
Folklore,PlayStation 3,Oct__9_2007,SCEA,"Game Republic, JapanStudio",75,8.2,T
Football Manager 2010,PC,Nov__3_2009,Sega,Sports Interactive,87,8.9,E
Football Manager 2011,PC,Nov__4_2010,Sega,Sports Interactive,85,8.2,E
Football Manager 2012,PC,Oct_20_2011,Sega,Sports Interactive,84,7.9,E
For the King,Switch,May__9_2019,Curve Digital,IronOak Games,77,7.8,T
Forager,PC,Apr_18_2019,Humble Bundle,HopFrog,78,8.4,
Forager,Switch,Jul_30_2019,Humble Bundle,HopFrog,78,8.1,E10+
Forever Kingdom,PlayStation 2,Jan_21_2002,Agetec Inc.,From Software,64,8.4,T
Formula One Championship Edition,PlayStation 3,Feb_27_2007,SCEA,Studio Liverpool,74,8.6,E
Forza Horizon,Xbox 360,Oct_23_2012,Microsoft Game Studios,"PLAYGROUND, Playground Games",85,8.5,T
Forza Horizon 2,Xbox One,Sep_30_2014,Microsoft Game Studios,Playground Games,86,8.3,
Forza Horizon 2 Presents Fast & Furious,Xbox One,Mar_27_2015,Microsoft Game Studios,Playground Games,61,8.0,E10+
Forza Horizon 3,Xbox One,Sep_23_2016,Microsoft Game Studios,Playground Games,91,8.0,E
Forza Horizon 4,Xbox One,Sep_28_2018,Microsoft Game Studios,Playground Games,92,7.8,E
Forza Motorsport 2,Xbox 360,May_29_2007,Microsoft Game Studios,Turn 10,90,8.3,E
Forza Motorsport 3,Xbox 360,Oct_27_2009,Microsoft Game Studios,Turn 10,92,8.1,E
Forza Motorsport 4,Xbox 360,Oct_11_2011,Microsoft Game Studios,Turn 10,91,8.2,E
Fossil Fighters,DS,Aug_10_2009,Nintendo,RED Entertainment,70,8.2,E
Fossil Fighters: Champions,DS,Nov_14_2011,Nintendo,"RED Entertainment, Artdink",68,7.8,E
Fragile Dreams: Farewell Ruins of the Moon,Wii,Mar_16_2010,XSEED Games,Tri-Crescendo,67,8.2,T
FreeSpace 2,PC,Sep_30_1999,Interplay,Volition Inc.,91,8.8,E
Freedom Fighters,PlayStation 2,Oct__1_2003,EA Games,Io Interactive,81,8.1,T
Freedom Fighters,Xbox,Oct__1_2003,EA Games,Io Interactive,82,8.1,T
Freedom Planet,Wii U,Aug_20_2015,GalaxyTrail,GalaxyTrail,84,8.6,E10+
Freedom Planet,Switch,Aug_30_2018,XSEED Games,GalaxyTrail,82,8.4,E10+
Freedom Planet,PC,Jul_21_2014,GalaxyTrail,GalaxyTrail,83,8.3,E10+
Freedom Wars,PlayStation Vita,Oct_28_2014,SCEA,"Dimps Corporation, SCE Japan Studio",73,8.3,T
Freekstyle,GameCube,Sep__5_2002,EA Sports,Page 44 Studios,78,8.5,E
Freelancer,PC,Mar__3_2003,Microsoft Game Studios,Digital Anvil,85,8.9,T
Freestyle Metal X,PlayStation 2,Jun_27_2003,Midway,Deibus Studios,67,8.3,T
Freestyle MetalX,Xbox,Sep_14_2003,Midway,Deibus Studios,67,8.0,T
Freestyle Street Soccer,GameCube,Mar_25_2004,Acclaim,Gusto Games,48,8.0,T
Frequency,PlayStation 2,Nov_19_2001,SCEA,Harmonix Music Systems,83,8.6,E
Friday the 13th: Killer Puzzle,Switch,Oct_25_2018,Blue Wizard Digital,Blue Wizard Digital,76,7.8,M
Frogger's Adventures: The Rescue,PlayStation 2,Oct_29_2003,Konami,Konami,59,8.5,E
From Russia With Love,GameCube,Nov_15_2005,Electronic Arts,Electronic Arts,70,8.6,T
From Russia With Love,Xbox,Nov__1_2005,Electronic Arts,Electronic Arts,71,7.9,T
From the Abyss,DS,Aug_26_2008,Aksys Games,Sonic Powered,59,8.0,E
Front Mission,DS,Oct_23_2007,Square Enix,Square Enix,72,8.0,E10+
Front Mission 4,PlayStation 2,Jun_15_2004,Square Enix,Square Enix,75,8.8,T
Frostpunk,PC,Apr_24_2018,11 bit studios,11 bit studios,84,8.4,M
Fruit Ninja Kinect 2,Xbox One,Mar_18_2015,Halfbrick Studios,Halfbrick Studios,69,7.8,E
Full Spectrum Warrior,Xbox,Jun__1_2004,THQ,Pandemic Studios,84,8.4,M
Full Spectrum Warrior,PlayStation 2,Mar_21_2005,THQ,Pandemic Studios,74,8.0,M
Full Spectrum Warrior: Ten Hammers,PlayStation 2,Mar_28_2006,THQ,Pandemic Studios,71,8.0,M
Full Throttle,PC,Apr_30_1995,LucasArts,LucasArts,86,8.7,
Fur Fighters,Dreamcast,Jul_11_2000,Acclaim,Bizarre Creations,80,8.6,T
Furi,PlayStation 4,Jul__5_2016,The Game Bakers,The Game Bakers,77,7.8,M
Furi,PC,Jul__5_2016,The Game Bakers,The Game Bakers,76,7.8,M
Fusion: Genesis,Xbox 360,Nov__9_2011,Microsoft Game Studios,Starfire Studios,69,7.9,T
G-Force,PlayStation 3,Jul_21_2009,Disney Interactive Studios,"Eurocom Entertainment Software, Eurocom",68,8.2,E10+
G1 Jockey 3,PlayStation 2,May_28_2003,Koei,Koei/Inis,71,8.2,E
GEON: emotions,Xbox 360,Sep_19_2007,Eidos Interactive,"Eidos Interactive, Strawdog Studios",59,8.5,E
GRID,DS,Aug__5_2008,Codemasters,Firebrand Games,79,8.1,E
GRID,PlayStation 3,Jun__3_2008,Codemasters,Codemasters,87,8.0,E
GRID,Xbox 360,Jun__3_2008,Codemasters,Codemasters,87,7.8,E
GRID (2008),PC,Jun__3_2008,Codemasters,Codemasters,87,7.9,E
GRID Autosport,Switch,Sep_19_2019,Codemasters,"Codemasters, Feral Interactive",79,8.1,E
GRIS,Switch,Dec_13_2018,Devolver Digital,Nomada Studio,83,8.8,E
GRIS,PC,Dec_13_2018,Devolver Digital,Nomada Studio,84,8.6,E
GT Advance 3: Pro Concept Racing,Game Boy Advance,Feb__6_2003,THQ,MTO,74,8.8,E
GT Advance Championship Racing,Game Boy Advance,Jun__8_2001,THQ,MTO,82,8.2,E
GT Legends,PC,Jan_23_2006,Viva Media,SimBin,84,7.9,E
GTR 2,PC,Sep_29_2006,10tacle Studios,SimBin,90,8.7,E
GTR Evolution,PC,Sep__1_2008,Take-Two Interactive,SimBin,83,7.8,E
GTR: FIA GT Racing Game,PC,May__3_2005,10tacle Studios,SimBin,85,7.9,E
"Gabriel Knight 3: Blood of the Sacred, Blood of the Damned",PC,Oct__5_1999,Sierra Entertainment,Sierra Entertainment,80,8.2,M
Galactic Civilizations II: Dark Avatar,PC,Feb_14_2007,Stardock,Stardock,91,7.9,
Galactic Civilizations II: Twilight of the Arnor,PC,Apr_30_2008,Stardock,Stardock,92,8.4,
Galactic Wrestling: Featuring Ultimate Muscle,PlayStation 2,Jun_30_2004,Bandai,Aki Corp.,61,8.0,T
Galaga Legions,Xbox 360,Aug_20_2008,Namco Bandai Games,Namco Bandai Games,74,7.9,E
Galaga Legions DX,PlayStation 3,Aug__2_2011,Namco Bandai Games,Namco Bandai Games,72,7.8,E
Galerians: Ash,PlayStation 2,Feb__3_2003,Sammy Studios,Polygon Magic,50,8.1,T
Gallop Racer 2001,PlayStation 2,Aug_20_2001,Tecmo,Tecmo,71,8.7,E
Gallop Racer 2003: A New Breed,PlayStation 2,Mar_31_2003,Tecmo,Tecmo,68,8.5,E
Gallop Racer 2004,PlayStation 2,Aug_31_2004,Tecmo,Tecmo,70,8.7,E
Gallop Racer 2006,PlayStation 2,May__2_2006,Tecmo,Tecmo,69,8.3,E
Game & Watch Gallery 4,Game Boy Advance,Oct_28_2002,Nintendo,Nintendo,71,8.1,E
Game Dev Tycoon,PC,Apr_28_2013,Greenheart Games,Greenheart Games,68,8.0,
Game of Thrones: Episode One - Iron From Ice,Xbox One,Dec__3_2014,Telltale Games,Telltale Games,80,7.9,M
Game of Thrones: Episode Six - The Ice Dragon,Xbox One,Nov_17_2015,Telltale Games,Telltale Games,80,7.8,M
Game of Thrones: Episode Three - The Sword in the Darkness,Xbox One,Mar_25_2015,Telltale Games,Telltale Games,80,7.8,M
Garfield's Nightmare,DS,Sep__4_2007,The Game Factory,Shin'en,70,8.4,E
Garou: Mark of the Wolves,Xbox 360,Jun_24_2009,SNK Playmore,SNK Playmore,77,8.8,T
Gas Guzzlers Extreme,PC,Oct__8_2013,Iceberg Interactive,Gamepires,73,8.6,
Gas Guzzlers Extreme,Xbox One,Nov__4_2016,Iceberg Interactive,Iceberg Interactive,62,8.0,T
Gatling Gears,Xbox 360,May_11_2011,Electronic Arts,Vanguard Games,74,7.8,E10+
Gato Roboto,PC,May_30_2019,Devolver Digital,Doinksoft,79,8.0,
Gauntlet Dark Legacy,Xbox,Apr_15_2002,Midway,Midway,54,8.1,T
Gauntlet: Dark Legacy,GameCube,Mar__6_2002,Midway,Midway,60,8.6,T
Gauntlet: Dark Legacy,PlayStation 2,May__1_2001,Midway,Midway,73,8.3,T
Gauntlet: Seven Sorrows,Xbox,Dec_12_2005,Midway,Midway,61,8.2,T
Gears 5,Xbox One,Sep__6_2019,Microsoft Game Studios,The Coalition,84,8.6,M
Gears of War,Xbox 360,Nov__7_2006,Microsoft Game Studios,Epic Games,94,8.3,M
Gears of War 2,Xbox 360,Nov__7_2008,Microsoft Game Studios,Epic Games,93,7.8,M
Gears of War 2: All Fronts Collection,Xbox 360,Jul_28_2009,Microsoft Game Studios,Epic Games,79,7.8,M
Gears of War 3,Xbox 360,Sep_20_2011,Microsoft Game Studios,Epic Games,91,8.0,M
Gears of War 3: RAAM's Shadow,Xbox 360,Dec_13_2011,Microsoft Game Studios,Epic Games,77,7.9,M
Geist,GameCube,Aug_15_2005,Nintendo,n-Space,66,8.1,M
Gemini Rue,PC,Feb_24_2011,Wadjet Eye Games,"Wadjet Eye Games, Joshua Nuernberger",82,8.3,
Genital Jousting,PC,Jan_18_2018,Devolver Digital,Free Lives,68,7.9,
Genji: Dawn of the Samurai,PlayStation 2,Sep_20_2005,SCEA,Game Republic,74,8.8,M
Genma Onimusha,Xbox,Jan_28_2002,Capcom,Capcom,83,8.6,M
Geoff Crammond's Grand Prix 4,PC,Sep_10_2002,Atari,"Atari, MicroProse, Atari SA",77,8.7,E
Geometry Wars: Galaxies,Wii,Nov_20_2007,Sierra Entertainment,"Bizarre Creations, Kuju Entertainment",80,8.3,E
Geometry Wars: Galaxies,DS,Nov_27_2007,Sierra Entertainment,"Bizarre Creations, Kuju Entertainment",79,7.9,E
Geometry Wars: Retro Evolved,PC,Mar__7_2007,Bizarre Creations,Bizarre Creations,76,8.7,E
Geometry Wars: Retro Evolved,Xbox 360,Nov_22_2005,Bizarre Creations,Bizarre Creations,86,8.6,E
Geometry Wars: Retro Evolved 2,Xbox 360,Jul_30_2008,Bizarre Creations,Bizarre Creations,90,8.3,E
Get Even,Xbox One,Jun_23_2017,Bandai Namco Games,The Farm 51,73,8.3,M
Ghost Trick: Phantom Detective,DS,Jan_11_2011,Capcom,Capcom,83,8.9,T
Ghost of a Tale,PC,Mar_13_2018,Ghost of a Tale,"Ghost of a Tale, SeithCG",75,8.4,
Ghostbusters: The Video Game,PlayStation 2,Jun_16_2009,Atari,War Drum Studios,64,8.6,E10+
Ghostbusters: The Video Game,Xbox 360,Jun_16_2009,Atari,Terminal Reality,79,8.5,T
Ghostbusters: The Video Game,Wii,Jun_16_2009,Atari,Red Fly Studio,76,8.4,E10+
Ghostbusters: The Video Game,PlayStation 3,Jun_16_2009,Atari,Terminal Reality,78,7.9,T
Ghosthunter,PlayStation 2,Aug_17_2004,Namco,SCE Studio Cambridge,69,8.7,T
Giants: Citizen Kabuto,PC,Dec__6_2000,Interplay,Planet Moon Studios,85,8.7,M
Giga Wing 2,Dreamcast,May_16_2001,Capcom,Takumi Corporation,70,8.2,E
Gigantic,PC,Jul_20_2017,Motiga,Motiga,76,8.4,T
Gigantic,Xbox One,Jul_20_2017,Motiga,Motiga,74,8.3,T
Gitaroo Man,PlayStation 2,Feb_19_2002,Koei,Koei/Inis,82,8.7,E
Gitaroo Man Lives!,PSP,Nov_14_2006,Koei,Koei/Inis,80,8.5,E
Gladiator Begins,PSP,Sep_13_2010,Aksys Games,"Acquire, Goshow",59,8.0,M
Gladius,Xbox,Oct_28_2003,LucasArts,LucasArts,79,8.6,T
Gladius,GameCube,Nov__3_2003,LucasArts,LucasArts,82,7.9,T
Global Agenda,PC,Feb__1_2010,Hi-Rez Studios,Hi-Rez Studios,70,7.9,T
Go Vacation,Wii,Oct_11_2011,Namco Bandai Games,Namco Bandai Games,64,8.1,E10+
Goblin Commander: Unleash the Horde,PlayStation 2,Nov_11_2003,Jaleco Entertainment,Jaleco Entertainment,68,8.5,T
God Hand,PlayStation 2,Oct_10_2006,Capcom,Clover Studio,73,9.2,M
God of War,PlayStation 4,Apr_20_2018,Sony Interactive Entertainment,SCE Santa Monica,94,9.1,M
God of War,PlayStation 2,Mar_22_2005,SCEA,SCE Santa Monica,94,8.9,M
God of War Collection,PlayStation 3,Nov_17_2009,SCEA,Bluepoint Games,91,8.7,M
God of War II,PlayStation 2,Mar_13_2007,SCEA,SCE Santa Monica,93,8.9,M
God of War III,PlayStation 3,Mar_16_2010,SCEA,SCE Santa Monica,92,8.7,M
God of War III Remastered,PlayStation 4,Jul_14_2015,SCEA,Wholesale Algorithms,81,8.0,M
God of War: Chains of Olympus,PSP,Mar__4_2008,SCEA,Ready at Dawn,91,8.6,M
God of War: Ghost of Sparta,PSP,Nov__2_2010,SCEA,Ready at Dawn,86,8.6,M
God of War: Origins Collection,PlayStation 3,Sep_13_2011,SCEA,Ready at Dawn,84,8.6,M
God's Trigger,PC,Apr_18_2019,Techland,ONE MORE LEVEL,75,8.7,
God's Trigger,Xbox One,Apr_18_2019,Techland,"Techland, ONE MORE LEVEL",79,8.4,M
Gods Eater Burst,PSP,Mar_15_2011,D3Publisher,"Shift, Bandai Namco Games",71,8.0,T
Godzilla: Save the Earth,PlayStation 2,Nov__2_2004,Atari,"Pipeworks Software, Inc.",62,8.5,T
Godzilla: Save the Earth,Xbox,Nov_16_2004,Atari,"Pipeworks Software, Inc.",63,8.2,T
Golden Axe,Xbox 360,Jul_11_2007,Sega,Backbone Entertainment,68,8.4,T
Golden Sun,Game Boy Advance,Nov_11_2001,Nintendo,Camelot Software Planning,91,9.0,E
Golden Sun: Dark Dawn,DS,Nov_29_2010,Nintendo,Camelot Software Planning,79,8.2,E10+
Golden Sun: The Lost Age,Game Boy Advance,Apr_14_2003,Nintendo,Camelot Software Planning,86,9.0,E
GoldenEye 007,Nintendo 64,Aug_25_1997,Nintendo,Rare Ltd.,96,9.0,T
Golf Peaks,Switch,Mar_14_2019,7Levels,Afterburn,78,7.8,
Golf Story,Switch,Sep_28_2017,SideBar Games,SideBar Games,78,8.3,E
Golf: Tee It Up!,Xbox 360,Jul__9_2008,Activision,Housemarque,69,8.4,E
Goodbye Deponia,PC,Oct_17_2013,Daedalic Entertainment,Daedalic Entertainment,80,7.8,
Gorogoa,PC,Dec_14_2017,Jason Roberts,"Jason Roberts, Buried Signal",84,8.5,
Gorogoa,Switch,Dec_14_2017,Annapurna Interactive,"Jason Roberts, Buried Signal",83,7.9,E
Gotcha Force,GameCube,Dec__3_2003,Capcom,Capcom,56,8.5,E
Gothic,PC,Nov_23_2001,Xicat Interactive,Piranha Bytes,81,8.7,T
Gothic II,PC,Oct_28_2003,Atari,Piranha Bytes,79,9.0,M
Graceful Explosion Machine,Switch,Apr__6_2017,Vertex Pop,Vertex Pop,77,7.9,E
Gradius Collection,PSP,Jun__6_2006,Konami,M2,76,8.6,E
Gradius Galaxies,Game Boy Advance,Nov_12_2001,Konami,Mobile 21,78,8.0,E
Gradius ReBirth,Wii,Mar__9_2009,Konami,M2,69,7.9,E
Gradius V,PlayStation 2,Sep_14_2004,Konami,Treasure,82,8.7,T
Gran Turismo,PlayStation,Apr_30_1998,SCEA,Polyphony Digital,96,8.6,E
Gran Turismo 2,PlayStation,Nov_30_1999,SCEA,Polyphony Digital,93,9.0,T
Gran Turismo 3: A-Spec,PlayStation 2,Jul__9_2001,SCEA,Polyphony Digital,95,8.4,E
Gran Turismo 4,PlayStation 2,Feb_22_2005,SCEA,Polyphony Digital,89,8.7,E
Gran Turismo 5,PlayStation 3,Nov_24_2010,SCEA,Polyphony Digital,84,7.8,E
